,Processor,Memory_Capacity,Close,Open
194,74,0.5,0.0126955345375186,0.0124708569133228
195,74,1.0,0.0125257683115295,0.0127055070956096
196,74,2.0,0.0126821994261116,0.012539660249048
197,74,0.5,0.0129765976548661,0.012687022617355
198,74,0.5,0.0130437861008014,0.012994070339472
199,74,1.0,0.0130119869889847,0.0130567121824457
200,74,1.0,0.0133658803301704,0.0130294989227932
201,74,2.0,0.0131037941021329,0.0133868655023809
202,75,1.0,0.0129853167661707,0.0131070310399164
203,75,1.0,0.012566799423551,0.0129935568817427
204,75,1.0,0.012498072310915,0.0125668735087005
205,75,1.0,0.0121077638578101,0.0125124469893955
206,75,0.5,0.012132382525023,0.0121186249110281
207,75,0.5,0.0121118669690123,0.0121453247129513
208,75,1.0,0.0115189674003011,0.012115030706923
209,75,1.0,0.0112404687274549,0.0115404715078446
210,75,1.0,0.0114799878438806,0.0112483140598771
211,75,1.0,0.0117230971826082,0.011497341058584
212,75,1.0,0.011431263398355,0.0117366123604344
213,76,1.0,0.011455882065568,0.0114424010815497
214,76,1.0,0.0114169025091475,0.0114737220030365
215,76,1.0,0.0115210189559022,0.0114300780960467
216,76,1.0,0.0120667327457886,0.0115332830996345
217,76,1.0,0.0120108278556592,0.0120970596863978
218,76,2.0,0.0121277665249206,0.0120174737383574
219,76,1.0,0.0118615771856809,0.0121160576223816
220,76,1.0,0.0116112874023495,0.0118731921164262
221,76,2.0,0.0112543167277622,0.0116251920331779
222,76,1.0,0.0117600251834276,0.0112667985381316
223,76,2.0,0.0115841042906353,0.0117566372118768
224,76,1.0,0.0115815398461339,0.0115830884993759
225,76,1.0,0.0121118669690123,0.0115882230766688
226,77,0.5,0.0119031211866027,0.0121145172491937
227,77,1.0,0.0120492945231794,0.0119296724666484
228,77,1.0,0.0123277931960256,0.0120600907298887
229,77,1.0,0.0122590660833895,0.0123414655655411
230,77,1.0,0.0121103283023114,0.0122639334484179
231,77,1.0,0.0117851567395408,0.0121304344388018
232,77,1.0,0.012172387859244,0.011792065795198
233,77,1.0,0.0125073043111198,0.0121792129230846
234,77,0.5,0.0124031878643652,0.0125165546512299
235,77,1.0,0.012324715862624,0.0124118092744542
236,77,1.0,0.012420113198074,0.0123383848191653
237,77,0.5,0.0123662598635458,0.0124333744990845
238,77,1.0,0.0121236634137184,0.0123948651693875
239,77,1.0,0.0121518723032333,0.0121283806078846
240,77,0.5,0.0121867487484516,0.0121668899375816
241,77,1.0,0.0121118669690123,0.0122018050631735
242,77,1.0,0.0121452047475298,0.0121181114532988
243,77,1.0,0.011956974521131,0.0121632957334765
244,77,2.0,0.0118964536308992,0.0119656145076989
245,77,0.5,0.0120026216332549,0.0119065668688302
246,77,1.0,0.0120703229680905,0.0120159333651696
247,77,1.0,0.0123272803071253,0.0120826828699776
248,78,1.0,0.0122513727498855,0.012337871361436
249,78,1.0,0.0123580536411415,0.0122706083988987
250,78,1.0,0.0121611043034381,0.0123707326561108
251,78,1.0,0.0121616171923384,0.0121740783457917
252,78,1.0,0.0121698234147427,0.0121725379726038
253,78,1.0,0.0121764909704462,0.0121822936694604
254,78,1.0,0.0121605914145378,0.0121884551622119
255,78,1.0,0.0119682580769369,0.0121735648880624
256,78,1.0,0.0118061851844518,0.0119707490849918
257,78,1.0,0.0114338278428564,0.0118213328857677
258,79,1.0,0.0115810269572336,0.0114444549124669
259,79,1.0,0.0115846171795355,0.0115907903653153
260,79,1.0,0.0115051193999938,0.0115923307385031
261,79,1.0,0.0115374314007108,0.0115091505863577
262,79,1.0,0.0115717949570288,0.0115533079510769
263,79,1.0,0.011431263398355,0.0115836019571052
264,79,1.0,0.0117189940714061,0.0114439414547376
265,79,1.0,0.0117477158498211,0.0117345585295172
266,79,1.0,0.0117348936273144,0.0117581775850647
267,79,1.0,0.0117815665172389,0.0117509891768546
268,80,1.0,0.0117954145175462,0.0117946330838444
269,80,1.0,0.0119195336314113,0.0118054156961596
270,80,1.0,0.011978002966042,0.0119348070439413
271,80,1.0,0.0121462305253303,0.011985125901412
272,80,1.0,0.0128683780969093,0.012157134240725
273,81,1.0,0.0127852900950657,0.0128785423503812
274,81,1.0,0.0127714420947584,0.0128071717260095
275,81,1.0,0.01254577097864,0.0127871468745671
276,81,1.0,0.0125765443126561,0.0125555774386561
277,81,1.0,0.012511407422322,0.0125848445292258
278,81,1.0,0.0126678385369041,0.0125268238058157
279,81,2.0,0.0125298714227316,0.0126788072936863
280,81,1.0,0.0123359994184299,0.0125427409954238
281,81,1.0,0.0124529380876913,0.0123419790232704
282,82,1.0,0.0124934563108125,0.0124564800969026
283,82,4.0,0.0128729940970117,0.0125052585811854
284,82,1.0,0.0127714420947584,0.0128857307585913
285,82,2.0,0.0131843176594751,0.0127707162272297
286,82,1.0,0.0134925638885369,0.0131979130580012
287,82,2.0,0.0132643283279171,0.0135219048851848
288,82,2.0,0.0130996909909307,0.0132754451751244
289,82,1.0,0.0131473896586557,0.013116786736773
290,82,1.0,0.0133807541082782,0.0131696728828901
291,82,2.0,0.0139459576763749,0.0133914866219445
292,82,2.0,0.0137982456730973,0.0139203480831159
293,82,1.0,0.0136536110032214,0.0138613004442473
294,82,2.0,0.0138885141195447,0.0136569442679888
295,83,2.0,0.0138085034511027,0.0139059712666957
296,83,2.0,0.0146116874689243,0.0138202238259039
297,83,2.0,0.0150337950338458,0.0146273793763519
298,83,4.0,0.0159441728318236,0.0150514954607476
299,83,2.0,0.014978915921517,0.0159598021838662
300,83,4.0,0.0147434999162935,0.0149945016527961
301,84,0.5,0.0146598990255496,0.0147901454765376
302,84,1.0,0.0142629230167412,0.0146869404729498
303,84,2.0,0.0143337016849784,0.0142787415781622
304,84,2.0,0.0140993114575554,0.0143424103365945
305,84,1.0,0.0140331487894206,0.014108273612037
306,84,0.5,0.0143085701288652,0.0140430644804169
307,84,1.0,0.0141470101252804,0.0143193047387763
308,84,1.0,0.0142183016824178,0.0141539713499441
309,84,2.0,0.0141582936810863,0.0142402322484652
310,84,1.0,0.0147855568061155,0.0141719423704693
311,84,1.0,0.0148070981399268,0.0147957935115598
312,84,2.0,0.0150117408111342,0.0148204394825659
313,84,1.0,0.0150594394788593,0.0150258225742829
314,84,2.0,0.0151009834797811,0.0150766548894829
315,84,0.5,0.0148527452520508,0.0151202987964728
316,84,0.5,0.0147568350277005,0.0148440585381134
317,84,1.0,0.0145993781353178,0.0147721744560124
318,84,2.0,0.0144429470207357,0.0146176236794953
319,84,1.0,0.0144947487996629,0.0143999176022752
320,84,2.0,0.0144239701314258,0.0145210936263883
321,84,1.0,0.0146286128026332,0.0144399673051601
322,84,2.0,0.0144573079099432,0.014625839003164
323,85,1.0,0.0142880545728544,0.014474882430752
324,85,2.0,0.0143398563517816,0.0143121163305662
325,85,1.0,0.0133863958861812,0.0143634621034955
326,85,2.0,0.013595654557491,0.0134074038115526
327,85,1.0,0.0135643683345746,0.0136312713815242
328,85,1.0,0.013867998563534,0.0135727372003848
329,85,2.0,0.013662330114526,0.013894161738922
330,85,1.0,0.0135443656674641,0.0136672134225747
331,85,2.0,0.0136264278915072,0.0135619545880697
332,85,1.0,0.013414604775696,0.0136338386701706
333,85,2.0,0.0132586865500142,0.0134459131412495
334,85,1.0,0.0132315034382999,0.0132723644287486
335,85,2.0,0.0108260544960374,0.0132436107959082
336,85,1.0,0.0116261611804573,0.0115871961612102
337,85,1.0,0.0120708358569907,0.0116503514619132
338,85,2.0,0.0119282527427159,0.0120847367008948
339,86,1.0,0.0118164429624572,0.0119461031139858
340,86,2.0,0.0117025816265974,0.011829034751707
341,86,1.0,0.0107963069398218,0.0117124798471576
342,86,2.0,0.0113661265080209,0.0107862021035137
343,86,1.0,0.0115825656239345,0.0114028648363942
344,86,2.0,0.0115281994005059,0.0116067075549233
345,86,1.0,0.0118682447413844,0.0115373907614688
346,86,1.0,0.0117851567395408,0.0118891093060343
347,86,1.0,0.0117328420717133,0.011804388780701
348,86,1.0,0.0117995176287483,0.0117638256200869
349,86,2.0,0.0117000171820961,0.0118228732589555
350,86,1.0,0.0117595122945273,0.0117083721853233
351,86,1.0,0.0116518056254708,0.011774608232402
352,86,2.0,0.0118118269623548,0.0116667821092506
353,86,1.0,0.0120539105232818,0.0118197925125798
354,86,1.0,0.0123011229732116,0.0120595772721594
355,86,2.0,0.0123016358621119,0.0123193868831815
356,86,1.0,0.0124944820886131,0.0123152792213472
357,86,2.0,0.0122154705268666,0.0124985836307046
358,86,1.0,0.012231370082775,0.012237747104224
359,86,1.0,0.0123149709735189,0.0122372336464947
360,86,2.0,0.0120646811901875,0.0123157926790765
361,87,1.0,0.0118225976292604,0.0120785752081433
362,87,1.0,0.0118292651849639,0.0118408442794808
363,87,1.0,0.0118118269623548,0.0118346827867293
364,87,1.0,0.0117497674054222,0.0118223598012262
365,87,1.0,0.0117866954062416,0.011762285246899
366,87,1.0,0.0119492811876269,0.0119902604787049
367,87,1.0,0.0118728607414868,0.0119563722685716
368,87,1.0,0.0118584998522793,0.0118814074400949
369,87,1.0,0.0116471896253684,0.0118721652009676
370,88,1.0,0.0118282394071634,0.0116539456660183
371,88,1.0,0.0118108011845542,0.0118577883845474
372,88,1.0,0.0120287789671686,0.0118280078362485
373,88,1.0,0.0120600651900851,0.0120333909279655
374,88,1.0,0.0120190340780635,0.0120703598844746
375,88,1.0,0.011937997631821,0.0120220948579211
376,88,1.0,0.0122652207501927,0.011955345353113
377,88,1.0,0.0121395629696268,0.0122726622298159
378,88,1.0,0.0121072509689098,0.0121504592902442
379,88,1.0,0.0121836714150499,0.0121175979955695
380,89,1.0,0.0121703363036429,0.0121822936694604
381,89,1.0,0.0122441923052817,0.0121792129230846
382,89,1.0,0.0122200865269691,0.0122475028010805
383,89,1.0,0.0123288189738261,0.0122279914073674
384,89,1.0,0.012620139869179,0.0123414655655411
385,90,1.0,0.0124616571989958,0.0126397845062601
386,90,1.0,0.0124272936426778,0.0124811260679087
387,90,1.0,0.0125108945334217,0.0124513455196097
388,90,1.0,0.0125626963123489,0.012515014278042
389,90,1.0,0.0126709158703057,0.0125663600509713
390,90,1.0,0.0125816732016588,0.0126762400050399
391,90,1.0,0.0127970865397719,0.0125899791065187
392,90,1.0,0.0129242829870386,0.0128102524723853
393,90,2.0,0.0130437861008014,0.0129447783974599
394,90,1.0,0.0134823061105315,0.013057225640175
395,90,1.0,0.0138808207860407,0.0134910974214273
396,91,1.0,0.0134192207757984,0.0139100789285301
397,91,1.0,0.0135115407778469,0.0134453996835202
398,91,1.0,0.0138202998958089,0.0135332009552293
399,91,1.0,0.013656688336623,0.0138279256918432
400,91,1.0,0.0140541772343317,0.013683644069912
401,91,1.0,0.0141813736815984,0.0140507663463562
402,91,1.0,0.0144455114652371,0.0141971017992046
403,91,2.0,0.0145496279119917,0.0144512633752045
404,91,1.0,0.0146327159138353,0.0145631971601903
405,91,1.0,0.0150681585901639,0.0146427831082306
406,91,2.0,0.0156236172691554,0.015080249093588
407,91,1.0,0.0160975266130041,0.0156255412020967
408,91,2.0,0.0168237772957853,0.0161194875376762
409,92,1.0,0.0161134261689125,0.0168675954492556
410,92,2.0,0.0166909390706156,0.0161744275147106
411,92,1.0,0.0185250297779782,0.0167356368128274
412,92,2.0,0.0206909596038149,0.0185804904341758
413,92,1.0,0.0211084511686341,0.0207262302848897
414,92,2.0,0.0198154582510554,0.020953178601237
415,92,1.0,0.0192061462375357,0.0199247227694639
416,92,2.0,0.0198221258067589,0.0192171780184987
417,92,1.0,0.019149728458506,0.0197311492055206
418,92,2.0,0.0195031089107915,0.0192197453071451
419,92,1.0,0.0172751195280222,0.0195103623819248
420,92,2.0,0.0159549434987293,0.0174483161410856
421,92,1.0,0.017343333751758,0.0161266759458863
422,92,2.0,0.0172715293057203,0.0173805397208189
423,92,2.0,0.0170745799680169,0.0172840096677119
424,92,2.0,0.016421159509074,0.0171007052583545
425,92,1.0,0.0169637959655588,0.016417293020666
426,92,2.0,0.0171863897482756,0.0169625851291747
427,93,2.0,0.0171607453032621,0.0171797777486655
428,93,2.0,0.0167278670714349,0.0171843988682292
429,93,2.0,0.0165160439556238,0.0167597693261042
430,93,2.0,0.0167678724056559,0.0165379555870497
431,93,2.0,0.0166452919584916,0.0167890364166738
432,93,2.0,0.0165688715123515,0.0166539970338699
433,93,2.0,0.0164150048422707,0.0165851936981447
434,93,2.0,0.0168335221848904,0.016433210210274
435,93,2.0,0.0180885613238491,0.0168568128369405
436,94,4.0,0.0183634697743934,0.0180665192471539
437,94,4.0,0.0183296191069756,0.0183376249282204
438,94,4.0,0.01904304756725,0.0183545690332871
439,94,4.0,0.0193523195741124,0.0190718694811089
440,94,4.0,0.0185917053350132,0.0193784037454966
441,94,4.0,0.0184224519979243,0.0185794635187172
442,94,4.0,0.0185178493333744,0.0184500721709355
443,95,2.0,0.0186270946691317,0.018549169512689
444,96,1.0,0.0199488093651254,0.0186754801140949
445,96,1.0,0.0199400902538209,0.0200022548865871
446,96,2.0,0.0202868031504028,0.0200238201112174
447,96,1.0,0.0213136067287417,0.0203200852210192
448,96,1.0,0.0214161845087956,0.0212797377170672
449,96,2.0,0.0213095036175396,0.021462015210966
450,96,1.0,0.023179496547921,0.0213228681663277
451,96,2.0,0.022310662750865,0.0232257425110862
452,96,1.0,0.0222470645272317,0.0221639119269091
453,96,2.0,0.0227814947613122,0.0222465786213252
454,96,1.0,0.0238657418964812,0.0227913572721047
455,96,1.0,0.0233328503291015,0.0238865626086858
456,96,2.0,0.0233918325526325,0.0233510261970336
457,96,2.0,0.0237785507834355,0.0234059661740679
458,96,4.0,0.0237118752264005,0.0238013286256233
459,96,1.0,0.022705074315172,0.0237335522053566
460,96,2.0,0.022497354310563,0.0227379576682582
461,96,1.0,0.0223911863082073,0.0224606904944402
462,96,2.0,0.0226902005370642,0.0224237215379311
463,96,1.0,0.0233359276625031,0.0227507941114905
464,96,2.0,0.0233697783299209,0.023355133858868
465,97,1.0,0.0214013107306878,0.0234013450545043
466,97,2.0,0.0216859640703372,0.0213860234670307
467,97,1.0,0.0216582680697226,0.0217367150961376
468,97,1.0,0.0222070591930107,0.0216730463377053
469,97,1.0,0.0218808618524395,0.0222481189945131
470,97,1.0,0.0220834529680458,0.0218671333593779
471,97,1.0,0.022276299194547,0.0221156469003556
472,97,1.0,0.022230652082423,0.0223158954147797
473,97,1.0,0.0220547311896307,0.0222624958109332
474,97,1.0,0.0222127009709136,0.0220817586902222
475,98,1.0,0.0221547445251832,0.0222363094667393
476,98,1.0,0.0220085711886065,0.0221741810814949
477,98,2.0,0.0234928716659855,0.0220791914015758
478,98,1.0,0.0232456592160558,0.0234927405303184
479,98,1.0,0.0229574156541045,0.0232791421149326
480,98,2.0,0.0229769054323147,0.0230152248420762
481,98,1.0,0.0229994725439266,0.0230388438976237
482,98,1.0,0.0223460520849836,0.0230121440957005
483,98,1.0,0.0221757729700942,0.0223184627034261
484,98,2.0,0.0220701178566388,0.0221962597638545
485,99,1.0,0.0186860768926627,0.0220920278448081
486,99,2.0,0.0198764920301875,0.0187447969075495
487,99,2.0,0.0196077382464464,0.0198785115738276
488,99,1.0,0.0198575151408775,0.019600217484551
489,99,2.0,0.0194974671328885,0.0198723500810761
490,99,1.0,0.0215531258451674,0.0194980393964217
491,99,2.0,0.0210417756115991,0.02154622227857
492,99,4.0,0.0196174831355515,0.0210389260420289
493,99,2.0,0.0198739275856861,0.0196361595256015
494,99,1.0,0.0206678796033028,0.0199272900581104
495,99,2.0,0.0200913924794003,0.0206574269491645
496,99,1.0,0.0201129338132116,0.0201275385725345
497,99,2.0,0.0202575684830875,0.0201501307126234
498,99,1.0,0.0195046475774923,0.0202892777572617
499,99,2.0,0.0194625906876702,0.0195170373324056
500,99,2.0,0.0194005311307377,0.0194533685739733
501,99,1.0,0.0189137995643822,0.0194235880256743
502,99,2.0,0.0191338289025977,0.0189645568156867
503,100,2.0,0.0192051204597351,0.0191478612250442
504,100,2.0,0.018974320454614,0.0192366894122118
505,100,2.0,0.0199816342547427,0.0190066603494887
506,100,2.0,0.0198257160290608,0.0199683666764538
507,100,2.0,0.0193112884620908,0.0198497579409872
508,100,2.0,0.0193164173510935,0.0193321925498602
509,100,2.0,0.0191538315697082,0.0193450289930925
510,100,2.0,0.0192861569059776,0.0191735341115088
511,100,2.0,0.0195744004679289,0.0193137080716057
512,100,2.0,0.0194718226878751,0.0196197288782641
513,100,2.0,0.0197082644708992,0.0194954721077753
514,101,3.0,0.0200980600351038,0.0197496336837751
515,101,3.0,0.0208863702748175,0.0201752901413587
516,101,3.0,0.020525296489028,0.0209269922570431
517,101,3.0,0.0208997053862245,0.0206117292112574
518,101,3.0,0.0213525862851622,0.0209316133766068
519,101,3.0,0.0216628840698251,0.0213891042134065
520,101,3.0,0.0215818476235825,0.0217053941746507
521,101,3.0,0.0224214467533232,0.0216473734512407
522,101,3.0,0.0225055605329673,0.0224776345995069
523,102,3.0,0.0224517071984391,0.0225402764424806
524,102,3.0,0.0215792831790812,0.0225027940282422
525,102,3.0,0.0217957222949948,0.0216145121565659
526,102,3.0,0.0217741809611835,0.0218240029101173
527,102,3.0,0.0221644894142883,0.0218029511432163
528,102,3.0,0.0221834663035983,0.0222244999389656
529,102,3.0,0.0222337294158247,0.0222106365802747
530,102,3.0,0.0224491427539377,0.0222553074027231
531,102,3.0,0.0223168174176683,0.0224853364654462
532,102,6.0,0.0217459720716687,0.0223420817589736
533,102,3.0,0.0216259560690057,0.0217659821867073
534,102,3.0,0.0210766520568174,0.0216596964367437
535,103,6.0,0.0205447862672382,0.0210918121881461
536,103,6.0,0.0209109889420304,0.0205655180156211
537,103,6.0,0.0212500085051084,0.0209367479538997
538,103,6.0,0.0212320573935989,0.021281278090255
539,103,6.0,0.0212777045057229,0.0212514975419561
